"date_",open,high,low,settlement,volume,close,spot_open,spot_high,spot_low,spot_close,spot_volume,f_long,f_long_contract_V,f_short,f_short_contract_V,f_acu_net,f_acu_contract_V,i_long,i_long_contract_V,i_short,i_short_contract_V,i_acu_net,i_acu_contract_V,d_long,d_long_contract_V,d_short,d_short_contract_V,d_acu_net,d_acu_contract_V,d_self_buy,d_self_sell,d_hedge_buy,d_hedge_sell,i_buy,i_sell,f_buy,f_sell
"2010-01-22",8019,8023,7884,7897,126740,7897,7986.43,8015.95,7912.85,7927.31,148807083997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3355103200,4579764358,0,0,1610142330,2704111906,18511582929,38896288684
"2010-01-25",7822,7912,7802,7852,87477,7852,7845.30,7938.14,7828.34,7872.99,109526870110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2584970146,3611451321,0,0,1987721410,2861533354,14874910126,25700228145
"2010-01-26",7832,7886,7520,7556,182130,7558,7903.03,7922.07,7572.58,7598.81,162745749738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3271671129,8212962708,0,0,1702412810,3753905034,19547257870,37431911427
"2010-01-27",7574,7633,7509,7534,116963,7535,7639.72,7656.95,7530.41,7560.03,120156872155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2596263397,4234469525,0,0,2396948640,2765148278,17172888895,24587903252
"2010-01-28",7579,7745,7555,7699,117356,7697,7630.16,7756.77,7607.56,7694.58,118848656480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3451101641,2976140310,0,0,2856083010,2723414519,19439094166,26588370666
"2010-01-29",7552,7633,7442,7580,148605,7581,7593.38,7649.73,7481.90,7640.44,118524731195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2966056798,3467275824,0,0,2383963760,2431698992,21999099987,32589846863
"2010-02-01",7569,7634,7442,7513,133007,7510,7653.89,7661.70,7493.81,7524.67,91876127093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2321878766,3633778614,0,0,1329765200,1983724557,17810485581,29739986712
"2010-02-02",7580,7603,7346,7371,143485,7374,7633.74,7635.73,7398.80,7429.61,111977803486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2116464670,4018241031,0,0,2216638650,2402579289,23655782159,29379624552
"2010-02-03",7456,7528,7390,7501,139624,7501,7523.79,7550.82,7441.92,7547.98,92532161280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3012608665,2242713050,0,0,2268551110,2252054550,16560481177,18832263127
"2010-02-04",7503,7538,7460,7507,90229,7505,7563.19,7578.18,7504.96,7542.04,80912183381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1947675201,2000772221,0,0,2276850280,2120993306,15540974235,22869060933
"2010-02-05",7300,7321,7130,7201,127511,7202,7323.16,7352.98,7196.39,7217.83,122953701049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2518594920,4805870039,0,0,1421246950,3247700922,14290856778,30011330323
"2010-02-08",7155,7235,7125,7160,99368,7162,7236.63,7253.24,7173.18,7215.88,84985726959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3107476579,2562455383,0,0,2499395300,2156103820,14395953263,30117691252
"2010-02-09",7171,7344,7151,7316,115841,7316,7225.71,7381.82,7197.13,7361.04,100782729677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3555830424,2469681971,0,0,2742816210,1477198144,20679937080,30299908786
"2010-02-10",7350,7479,7345,7419,117786,7414,7438.12,7496.34,7404.97,7441.84,107606574746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3161497580,2968407011,0,0,3102476560,1648311871,15513803410,25495641620
"2010-02-22",7708,7708,7553,7558,49687,7558,7619.87,7619.87,7553.29,7560.04,95403726188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3133892869,2444166818,0,0,2130761100,1359109401,28467489316,25036187231
"2010-02-23",7534,7552,7451,7535,90651,7537,7575.62,7597.44,7502.45,7597.44,92248301011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000150200,2287498353,0,0,2263043520,2650742656,24222177202,23608596621
"2010-02-24",7468,7545,7458,7480,83099,7481,7516.47,7585.19,7515.38,7529.67,85276506799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2043898760,1998239251,0,0,2258613250,1775532693,20276385689,25468455332
"2010-02-25",7505,7522,7335,7368,124223,7368,7568.42,7568.42,7400.42,7426.96,101616217973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1728179056,3572176638,0,0,1801497370,2286138110,22592376905,31438203724
"2010-02-26",7378,7434,7341,7383,91371,7383,7451.17,7479.28,7383.68,7436.10,81870259965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1756674833,1747134390,0,0,1924798840,2214147572,18290830459,19784881500
"2010-03-01",7413,7605,7395,7575,118336,7571,7492.84,7620.56,7451.09,7577.75,104133362826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3534156549,1804885651,0,0,2731066240,2079573268,27389310037,20386449753
"2010-03-02",7595,7649,7569,7601,85761,7598,7649.62,7664.49,7592.66,7597.62,97702019404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2819078867,2172144054,0,0,3550348860,2316570567,21141209576,17047409473
"2010-03-03",7596,7664,7578,7611,90229,7612,7628.78,7670.25,7604.86,7629.52,85788929231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2211044669,1692801093,0,0,3200803160,2906248376,15730828669,12403435399
"2010-03-04",7622,7639,7463,7526,117200,7527,7664.00,7664.00,7524.19,7569.80,95286569183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2247034172,2965663790,0,0,3482705180,2761080945,15981851954,20023843169
"2010-03-05",7603,7692,7558,7659,117270,7656,7659.76,7694.89,7618.00,7666.26,92136273964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2853449163,2131475173,0,0,2638308490,2280762663,24048795033,13154620805
"2010-03-08",7729,7758,7686,7755,78128,7756,7741.80,7763.76,7716.28,7762.27,105348856697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3468835440,1988062453,0,0,2793812400,2194436811,26213654567,11460036328
"2010-03-09",7771,7774,7724,7764,57308,7764,7762.40,7770.59,7737.65,7770.59,88952367052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2126283016,1580832636,0,0,2964421550,2481081111,20155559320,10655578412
"2010-03-10",7771,7792,7703,7769,80818,7769,7797.70,7803.27,7736.70,7779.08,85891719618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1918077660,2147620726,0,0,2368380100,2361902001,18112245790,11854296210
"2010-03-11",7800,7808,7731,7757,84883,7758,7817.59,7818.84,7749.40,7749.66,93407470721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2082776886,2068552806,0,0,2224351560,2747345896,19331563218,14553345382
"2010-03-12",7785,7788,7711,7754,66469,7752,7773.52,7773.52,7726.09,7748.33,79054514995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2082122240,1583527559,0,0,1957003940,2748747987,19375067817,16839578091
"2010-03-15",7756,7758,7631,7655,111429,7655,7750.87,7766.36,7634.92,7634.92,75938824432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1850891961,3197094977,0,0,1548638700,2375784434,12264155802,14224720842
"2010-03-16",7651,7707,7642,7703,61394,7704,7671.41,7695.81,7645.17,7695.63,67630823259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2229057325,1933122375,0,0,1951825550,2061266854,12326062869,12357415674
"2010-03-17",7750,7844,7745,7842,63598,7842,7763.43,7849.38,7762.85,7847.84,118857315471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6255961760,1870779550,0,0,2844025450,2981639303,36731397246,16707498170
"2010-03-18",7837,7922,7818,7850,93097,7849,7861.27,7922.48,7847.55,7886.34,137211580472,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5210194820,2682856895,0,0,2674426940,2882130884,31015805371,18648321445
"2010-03-19",7850,7884,7826,7867,66434,7867,7899.01,7899.01,7859.29,7897.91,115327326157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3021141050,2538228333,0,0,2293139070,2559412033,20598848873,18400804234
"2010-03-22",7830,7840,7745,7802,92460,7803,7861.90,7872.78,7791.25,7835.98,106102440938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3106014084,2904160820,0,0,2506948590,2950054074,10516125515,18424743116
"2010-03-23",7850,7863,7756,7804,90596,7805,7880.12,7889.04,7804.40,7811.87,121291011393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3156692146,3494584699,0,0,3668903470,3918115883,15485367490,18174368073
"2010-03-24",7865,7876,7804,7815,84035,7814,7875.27,7881.37,7822.71,7822.71,116601883631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3331295373,3070714751,0,0,2388404900,2747384851,25061572166,18794672587
"2010-03-25",7792,7858,7716,7803,129037,7809,7824.74,7856.31,7753.51,7838.10,107009251101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4817816170,2879786990,0,0,2602441800,2479493259,21369375959,23885498867
"2010-03-26",7809,7917,7724,7886,138132,7883,7808.15,7909.41,7770.42,7876.86,121405218582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000335879,2460954487,0,0,2541622400,2863195132,29229664830,21336435949
"2010-03-29",7912,7966,7885,7957,80247,7956,7918.95,7961.14,7909.06,7947.45,121507309466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4375002053,2796905445,0,0,2643862610,2087012190,24246317882,12096027813
"2010-03-30",7977,7991,7940,7961,62687,7959,7992.12,7994.62,7942.47,7962.22,114820822415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2777796250,3060178700,0,0,2817299910,2709020018,20722083020,15110171513
"2010-03-31",7946,7970,7895,7906,74622,7908,7962.91,7974.89,7920.06,7920.06,114856721254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2608430780,2728850076,0,0,2865193149,1994566317,21988697025,19388658543
"2010-04-01",7940,8041,7926,8025,95385,8024,7952.62,8026.06,7952.62,8013.09,140406243406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4685987430,2773243073,0,0,2902281620,2933292467,36000416850,20774323817
"2010-04-02",8024,8047,8015,8039,40155,8037,8046.29,8050.99,8021.91,8025.93,109346541504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3403184882,2221687640,0,0,2635320690,2658597705,16525991663,8059111375
"2010-04-06",8071,8142,8062,8096,87309,8095,8083.03,8128.08,8082.37,8089.65,130169784374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4474946818,3437375723,0,0,2652930710,2940011704,30146236675,11525413580
"2010-04-07",8125,8140,8095,8126,62123,8124,8131.40,8133.45,8091.28,8121.78,131017012450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3272236762,3070478150,0,0,3107250860,4008940913,28904229250,17512738996
"2010-04-08",8110,8170,8045,8081,127263,8081,8106.00,8149.68,8038.37,8057.60,147592972477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4564456890,4790831835,0,0,3060637010,4267854197,25743920436,22194369903
"2010-04-09",8077,8105,8046,8101,71514,8099,8073.52,8094.35,8039.41,8092.03,108521886745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2529718674,2861425894,0,0,2282456720,3950881864,21482660905,16945346786
"2010-04-12",8158,8168,8086,8126,79826,8126,8149.76,8152.53,8092.94,8117.75,107375019935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2910129688,2892278665,0,0,2709081300,2966351946,20731649385,17225500006
"2010-04-13",8086,8119,8013,8019,118213,8019,8090.54,8104.14,8022.94,8029.73,104882477422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2752129067,4097412379,0,0,2591295540,3783692853,21062973072,19671671180
"2010-04-14",8065,8114,8038,8112,79410,8111,8077.94,8102.38,8040.01,8097.13,99402978146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3020823570,2651138925,0,0,2214447360,3914729913,21080525513,14980787898
"2010-04-15",8153,8196,8130,8158,82591,8162,8168.11,8190.01,8136.32,8171.94,143704345955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3872697580,3641099904,0,0,3434499710,3299761385,28606024514,18893166328
"2010-04-16",8147,8155,8070,8102,97706,8102,8161.85,8162.85,8090.68,8111.57,122810057895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3030483999,3315415998,0,0,2733057850,3069080102,20813245439,22527586726
"2010-04-19",8002,8033,7821,7822,132915,7825,8003.02,8042.05,7845.77,7854.22,139452980832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2539487125,6279617700,0,0,1869172350,3412612463,23972931096,27489236883
"2010-04-20",7880,7911,7825,7876,90356,7877,7908.11,7923.27,7842.07,7900.42,107307789426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2457791429,5645287862,0,0,2018771980,4092880770,19619700399,24424830609
"2010-04-21",7950,7998,7923,7980,75433,7980,7949.96,7998.76,7947.90,7990.53,118979322781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3306172048,2961533399,0,0,2601778300,2316959706,28179798301,21694582282
"2010-04-22",7905,7953,7843,7925,116094,7923,7948.89,7985.49,7897.14,7978.69,115041858887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2862273063,2854393488,0,0,2183964200,2673553659,26209638805,28599825870
"2010-04-23",7951,7983,7937,7958,79346,7959,8021.71,8030.11,7996.77,8004.89,125648180649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3484897220,3075640943,0,0,2776786300,2845968777,25896072049,21909598089
"2010-04-26",8077,8162,8070,8148,87141,8146,8107.22,8168.47,8093.14,8158.14,136920607731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4480219696,3030421835,0,0,2765725830,3064790042,39891591473,13082287647
"2010-04-27",8148,8152,8109,8130,60876,8129,8174.85,8174.85,8121.14,8146.44,118450068772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2769461514,2905317647,0,0,2857893550,3559775368,29649112300,21714766625
"2010-04-28",7961,8059,7920,8035,116469,8036,7944.70,8092.48,7944.70,8081.55,124496554839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3325275423,3135911602,0,0,2015847320,3005625667,21232327977,28386540241
"2010-04-29",8036,8065,8011,8043,70064,8043,8105.96,8107.36,8053.02,8054.05,134576084062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3190042911,3614945962,0,0,2876941450,2972864816,21455008637,26062251458
"2010-04-30",8128,8152,7966,7989,131598,7989,8116.39,8163.94,7999.28,8004.25,153391852483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3022883662,5342934788,0,0,2181792110,3627352335,38837431174,25919883316
"2010-05-03",7925,8001,7876,7931,116275,7932,7979.80,8022.45,7916.04,7952.17,93195103550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2247244049,3182479733,0,0,1069010600,2740658091,14200641337,19545631181
"2010-05-04",7968,7982,7848,7880,129308,7881,8006.79,8010.98,7889.93,7930.77,96173086052,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2362418739,2979958433,0,0,1975026100,3448512852,17856822210,19965628969
"2010-05-05",7690,7750,7649,7657,139679,7655,7759.18,7785.55,7695.69,7696.90,136956064046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2729016071,3980609200,0,0,2010554230,2562660917,22121428220,45833505794
"2010-05-06",7643,7669,7512,7579,128579,7578,7696.27,7702.11,7562.03,7579.48,117102293166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3091387156,4408075489,0,0,2255084950,3205637681,23468916712,36301889708
"2010-05-07",7352,7547,7351,7502,157944,7504,7393.27,7572.79,7387.19,7567.10,136179232843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3457662854,4211116981,0,0,2245833480,2256736571,26962108072,39065290925
"2010-05-10",7564,7638,7531,7637,104819,7635,7610.88,7664.73,7577.31,7664.73,91251146374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2421856720,2752559154,0,0,2345375450,2389490330,17886145698,27026013381
"2010-05-11",7570,7697,7555,7568,137129,7570,7718.17,7743.41,7608.44,7608.44,110959976661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2422641644,5140005693,0,0,3033680960,2350574511,24727334858,34634990015
"2010-05-12",7630,7658,7541,7587,125000,7586,7663.34,7674.52,7596.21,7602.70,77072822174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1806007092,2563536316,0,0,2093155670,2612749703,15091800452,18109886441
"2010-05-13",7698,7777,7660,7761,118535,7763,7703.48,7787.32,7687.55,7770.57,98663345383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3561670196,2358494886,0,0,2308652990,2362242365,25288530624,17001279301
"2010-05-14",7712,7766,7702,7760,83064,7756,7735.60,7772.54,7725.82,7772.13,78727352719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3039796973,2098187211,0,0,2288922610,2358557045,18887191767,17470211499
"2010-05-17",7680,7682,7555,7602,132831,7602,7697.79,7697.79,7574.06,7598.72,87206745865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1891763790,3345179591,0,0,1578806380,2272706216,14736210745,24904396220
"2010-05-18",7610,7640,7576,7619,92214,7616,7630.10,7637.99,7560.89,7585.30,82514266674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2530804773,2762055153,0,0,1429587650,3186750899,17370968023,17218635376
"2010-05-19",7518,7587,7468,7576,80404,7576,7527.62,7588.09,7467.20,7559.16,98036163904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3773370424,2856839944,0,0,1630251800,2771328002,18373198616,27684860486
"2010-05-20",7509,7514,7356,7357,129922,7364,7557.17,7557.17,7424.43,7424.43,87290416377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1789640082,3781782793,0,0,1915013410,2678291896,16542177555,24375312573
"2010-05-21",7164,7247,7112,7209,121989,7206,7229.17,7277.93,7164.21,7237.71,110238786091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2900693814,4325127838,0,0,2057538000,2547863195,17657200134,28426890668
"2010-05-24",7224,7319,7214,7274,100810,7274,7296.15,7344.92,7269.81,7322.73,65819729312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1318602223,1686533628,0,0,1693938520,1655430922,14701118023,14314907391
"2010-05-25",7188,7189,7006,7052,149343,7052,7238.16,7241.84,7032.40,7086.37,103591534350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2683186197,3897052095,0,0,2171659720,2293981594,17681766186,26337231902
"2010-05-26",7122,7154,7045,7122,128300,7123,7161.40,7174.38,7079.85,7167.35,99661943575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2338703869,2581660673,0,0,2677615330,2669882533,31106876421,34973665668
"2010-05-27",7103,7234,7056,7202,133780,7200,7139.45,7254.68,7105.11,7243.16,85322134563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2491117949,2067733057,0,0,1850019250,2403618389,20107914967,26694739909
"2010-05-28",7289,7328,7221,7280,127565,7277,7338.77,7364.01,7271.30,7295.32,102331920633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1696421769,2728611530,0,0,2395133320,1977771898,24767255180,27968076652
"2010-05-31",7302,7333,7255,7325,81072,7325,7312.26,7373.98,7292.54,7373.98,68414584214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1506976882,1336195503,0,0,2311691390,2275319461,17594959598,16524204024
"2010-06-01",7283,7321,7220,7244,131341,7243,7327.01,7348.56,7276.52,7289.33,70198815939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1412618346,2600817724,0,0,1386824770,2196659340,13687169621,19697649676
"2010-06-02",7193,7282,7101,7140,146272,7140,7252.79,7304.13,7159.75,7195.71,80395686970,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1784129226,2101493299,0,0,1284038050,2080696129,16324175862,25124393518
"2010-06-03",7253,7341,7252,7338,110634,7338,7322.51,7361.70,7309.46,7360.28,79836011086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2124361566,1639630997,0,0,1526276800,2124971344,25930294096,14878317901
